id_plant;generation_2013_gwh;generation_2014_gwh;generation_2015_gwh;generation_2016_gwh;generation_2017_gwh;generation_2018_gwh;generation_2019_gwh
WRI1029595;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029596;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029597;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029598;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029599;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029600;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029601;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029602;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029603;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029604;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029605;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029606;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029607;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029608;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029609;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029610;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029611;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029612;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029613;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029614;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029615;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029616;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029617;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029618;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029619;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029620;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029621;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029622;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029623;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029624;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029625;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029626;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029627;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029628;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029629;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029630;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029631;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029632;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029633;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029634;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029635;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029637;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029638;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029639;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029640;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029641;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029642;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029643;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029644;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029645;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029646;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029647;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029648;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029649;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029650;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029651;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029652;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029653;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029654;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029655;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029656;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029657;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029658;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029659;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029660;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029661;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029662;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029663;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029664;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029665;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029666;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029667;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029668;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029669;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029671;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029672;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029673;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029674;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029675;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029676;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029677;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029678;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029679;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029680;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029681;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029682;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029683;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029684;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029685;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029686;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029687;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029688;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029689;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029690;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029691;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029692;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029693;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029694;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029695;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029696;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029697;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029698;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029699;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029700;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029701;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029702;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029703;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029704;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029706;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029707;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029708;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029709;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029710;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029711;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029712;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029713;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029714;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029715;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029716;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029717;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029718;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029719;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029720;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029721;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029722;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029723;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029724;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029725;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029726;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029727;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029728;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029729;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029730;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029731;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029732;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029733;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029734;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029735;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029736;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029737;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029738;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029739;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029740;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029741;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029742;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029743;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029744;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029745;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029746;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029747;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029748;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029749;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029750;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029751;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029752;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029753;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029754;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029755;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029756;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029757;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029758;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029759;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029760;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029761;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029762;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029763;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029764;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029765;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029766;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029767;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029768;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029769;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029770;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029771;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029772;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029773;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029774;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029775;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029776;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029777;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029778;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029779;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029780;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029781;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029782;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029783;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029784;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029785;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029786;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029787;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029788;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029789;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029790;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029791;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029792;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029793;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029794;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029795;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029796;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029797;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029798;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029799;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029800;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029801;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029802;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029803;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029804;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029805;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029806;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029807;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029808;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029809;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029810;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029811;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029812;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029813;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029814;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029815;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029816;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029817;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029818;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029819;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029820;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029821;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029822;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029823;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029824;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029825;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029826;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029827;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029828;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029829;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029830;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029831;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029832;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029833;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029834;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029835;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029836;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029837;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029838;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029839;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029840;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029841;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029842;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029843;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029844;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029845;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029846;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029847;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029848;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029849;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029850;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029851;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029852;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029853;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029854;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029855;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029856;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029860;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029862;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029864;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029865;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029866;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029867;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029868;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029869;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029870;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029871;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029872;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029873;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029874;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029875;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029876;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029877;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029878;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029879;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029881;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029882;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029883;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029884;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029885;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029887;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029889;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029890;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029891;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029892;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029893;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029894;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029895;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029897;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029898;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029900;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029901;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029902;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029903;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029906;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029907;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029908;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029909;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029910;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029911;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029912;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029913;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029914;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029915;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029917;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029918;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029919;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029920;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029922;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029923;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029924;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029925;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029926;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029927;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029928;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029929;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029930;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029931;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029932;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029933;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029934;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029935;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029936;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029937;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029938;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029939;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029940;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029941;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029942;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029943;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029944;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029945;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029946;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029947;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029948;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029949;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029950;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029951;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029952;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029953;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029954;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029955;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029956;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029958;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029959;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029960;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029961;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029962;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029964;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029966;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029967;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029968;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029969;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029974;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029976;NULL;NULL;NULL;13.98;7.79;NULL;NULL
WRI1029977;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029978;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029979;NULL;NULL;NULL;603.86;205.86;NULL;NULL
WRI1029980;NULL;NULL;NULL;10.50;10.51;NULL;NULL
WRI1029981;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029982;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029983;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029995;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029996;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029998;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1029999;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030001;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030002;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030003;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030004;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030005;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030018;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030019;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030020;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030021;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030022;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030023;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030024;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030025;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030026;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030027;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030028;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030029;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030030;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030031;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030032;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030033;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030034;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030035;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030036;NULL;NULL;NULL;NULL;NULL;NULL;NULL
WRI1030037;NULL;NULL;NULL;NULL;NULL;NULL;NULL
