id_plant;id_country;name;commissioning_year;primary_fuel;capacity_mw;latitude;longitude
USA0061260;USA;Innovative Solar 60  LLC;2017;Solar;1.90;36.091.000;-77.992.000
USA0061261;USA;Rock Falls Wind Farm LLC;2018;Wind;154.50;36.927.200;-97.427.100
USA0061262;USA;Stuttgart Solar;2018;Solar;81.00;34.439.700;-91.440.000
USA0061263;USA;Wolf Run Energy;2019;Gas;22.00;41.611.000;-76.299.400
USA0061264;USA;Antelope Expansion 2;2019;Solar;105.00;34.745.000;-118.309.200
USA0061265;USA;Antelope DSR 3;2019;Solar;20.00;34.736.900;-118.304.100
USA0061267;USA;Hurricane Creek Lift Station;2004;Oil;2.00;39.587.900;-86.185.800
USA0061268;USA;Kayenta Solar Project;2018;Solar;55.30;36.771.900;-110.263.900
USA0061269;USA;Thunder Ranch Wind Project;2018;Wind;297.80;36.550.800;-97.058.900
USA0061270;USA;Red Dirt Wind Project;2018;Wind;299.30;36.100.000;-97.800.000
USA0061271;USA;Biltmore Solar Fields;2012;Solar;1.50;35.561.200;-82.588.400
USA0061272;USA;Gray Hawk Solar;2018;Solar;55.00;35.363.500;-113.897.800
USA0061274;USA;Wilson Solar Farm 1;2017;Solar;3.40;35.700.000;-77.900.000
USA0061275;USA;Wilson Solar Farm 2;2017;Solar;5.00;35.683.000;-78.016.000
USA0061276;USA;Wilson Solar Farm 3;2017;Solar;10.00;35.780.000;-78.000.000
USA0061277;USA;Wilson Solar Farm 4;2017;Solar;10.00;35.700.000;-78.000.000
USA0061278;USA;Wilson Solar Farm 5;2017;Solar;10.00;35.680.000;-77.870.000
USA0061279;USA;Wilson Solar Farm 6;2017;Solar;10.00;35.680.000;-77.870.000
USA0061280;USA;Wilson Solar Farm 7;2017;Solar;10.00;35.750.000;-78.000.000
USA0061281;USA;Bear Creek Solar Center;2018;Solar;10.00;44.060.800;-121.237.200
USA0061282;USA;APG Combined Heat and Power Plant;2017;Gas;7.90;39.397.500;-76.299.100
USA0061283;USA;Bladenboro Solar  LLC;2016;Solar;4.80;34.547.800;-78.817.700
USA0061284;USA;Lux Solar  LLC;2016;Solar;2.00;35.241.100;-81.429.400
USA0061287;USA;Sun Farm V  LLC;2018;Solar;5.00;36.160.600;-76.489.400
USA0061288;USA;Roxboro Solar Farm  LLC;2016;Solar;5.00;36.326.800;-78.622.200
USA0061289;USA;River Bend Solar  LLC;2017;Solar;2.00;45.703.800;-109.565.200
USA0061290;USA;South Mills Solar  LLC;2017;Solar;3.00;45.730.100;-107.632.600
USA0061291;USA;Green Meadow Solar  LLC;2017;Solar;3.00;46.694.500;-112.063.600
USA0061292;USA;Jackson Solar Farm;2017;Solar;10.00;35.750.000;-77.830.000
USA0061294;USA;Farley Road Community Solar;2017;Solar;1.90;42.100.000;-72.000.000
USA0061295;USA;Belchertown Renewables Community Solar;2018;Solar;4.00;42.300.000;-72.300.000
USA0061296;USA;Theodore Drive Community Solar;2018;Solar;1.50;42.500.000;-71.800.000
USA0061297;USA;Upton Community Solar;2017;Solar;2.00;42.100.000;-71.700.000
USA0061298;USA;Pleasantdale Road Community Solar;2017;Solar;1.00;42.322.200;-71.987.000
USA0061299;USA;Hatfield Renewables Community Solar;2017;Solar;1.90;42.300.000;-72.700.000
USA0061303;USA;Bluff Point Wind Facility;2018;Wind;119.70;40.319.000;-84.976.900
USA0061307;USA;Peterson Road Solar;2017;Solar;2.50;42.100.000;-72.300.000
USA0061308;USA;Sampson Road Community Solar;2018;Solar;2.00;42.100.000;-72.000.000
USA0061309;USA;IKEA Grand Prairie Rooftop PV System;2018;Solar;1.20;32.820.000;-97.050.000
USA0061310;USA;Crittenden Solar Facility;2018;Solar;2.70;38.751.800;-84.613.300
USA0061311;USA;Walton 1 Solar Facility;2018;Solar;2.00;38.850.200;-84.592.300
USA0061312;USA;Walton 2 Solar Facility;2018;Solar;2.00;38.850.200;-84.592.300
USA0061313;USA;BPU Solar Farm;2017;Solar;1.00;39.166.400;-94.696.900
USA0061314;USA;SR Kersey;2017;Solar;3.50;40.386.200;-104.551.000
USA0061315;USA;Golden Hills Solar;2017;Solar;4.70;42.400.000;-72.000.000
USA0061316;USA;Higginsville Solar Farm;2017;Solar;2.50;39.002.100;-93.726.800
USA0061319;USA;Port of LA Solar FiT Project;2015;Solar;1.10;33.728.000;-118.280.000
USA0061323;USA;Saluda Solar II;2017;Solar;3.40;34.011.000;-81.739.000
USA0061324;USA;Odyssey Solar;2017;Solar;8.20;33.790.000;-81.266.000
USA0061325;USA;Hampton Solar I;2017;Solar;6.80;32.879.000;-81.133.000
USA0061326;USA;Cameron Solar II;2017;Solar;4.10;33.567.000;-80.699.000
USA0061327;USA;Barnwell Solar;2017;Solar;5.40;33.237.000;-81.351.000
USA0061328;USA;Crater Community Solar;2018;Solar;3.00;44.798.700;-95.508.300
USA0061329;USA;Delphinus Community Solar;2018;Solar;2.00;45.618.600;-94.088.800
USA0061330;USA;Hog Creek Wind Project;2018;Wind;66.00;40.793.100;-83.728.700
USA0061333;USA;Oak Hill Solar Array;2018;Solar;2.00;37.990.000;-87.530.000
USA0061334;USA;Volkman Road Solar Array Hybrid;2018;Solar;3.00;38.149.200;-87.548.200
USA0061335;USA;Great Divide Solar  LLC;2017;Solar;3.00;46.805.700;-112.249.000
USA0061336;USA;Black Eagle Solar  LLC;2017;Solar;3.00;47.547.500;-111.254.000
USA0061337;USA;Magpie Solar  LLC;2017;Solar;3.00;46.291.400;-108.937.900
USA0061338;USA;Mill Creek Solar (OR);2018;Solar;2.20;45.169.600;-123.136.300
USA0061339;USA;Green Beanworks B PV;2019;Solar;3.00;34.688.000;-117.989.500
USA0061340;USA;Next Generation Solar Farm;2018;Solar;2.20;44.084.800;-73.226.600
USA0061341;USA;Grafton PV;2016;Solar;2.70;42.225.500;-71.662.600
USA0061342;USA;Barrett PV;2016;Solar;11.90;42.162.200;-71.864.500
USA0061343;USA;Karankawa Wind LLC;2019;Wind;307.10;28.109.300;-97.750.500
USA0061345;USA;WyEast Solar;2018;Solar;10.00;45.584.600;-120.599.900
USA0061347;USA;Long Henry Solar;2017;Solar;2.00;35.195.300;-77.895.100
USA0061348;USA;Westmont 400A;2017;Solar;2.30;33.764.200;-118.288.900
USA0061349;USA;Westmont 400B;2017;Solar;2.20;33.764.200;-118.284.700
USA0061350;USA;MDFA Devens-Saratoga;2016;Solar;2.50;42.544.100;-71.598.800
USA0061351;USA;Bear Creek Solar;2017;Solar;2.00;35.540.300;-79.449.100
USA0061352;USA;Bondi Solar;2018;Solar;5.00;35.134.100;-77.538.500
USA0061354;USA;Princeton Solar Project;2017;Solar;2.50;40.379.700;-74.625.700
USA0061355;USA;Arlington Outlet Hydroelectric Generator;2015;Hydro;1.30;32.639.100;-97.242.900
USA0061356;USA;Valfilm Wind Project;2018;Wind;3.00;41.084.300;-83.644.100
USA0061357;USA;Red Pine Wind Project;2018;Wind;200.00;44.478.000;-96.153.800
USA0061358;USA;IGS Solar I - BWI5;2017;Solar;1.10;39.270.000;-76.548.000
USA0061359;USA;IGS Solar I - EWR5;2016;Solar;1.90;40.582.000;-74.255.000
USA0061360;USA;IGS Solar I - EWR6;2016;Solar;1.90;40.583.000;-74.257.000
USA0061362;USA;NRG Elbow Creek Energy Storage Project;2017;Storage;2.00;32.167.600;-101.479.200
USA0061363;USA;Equuleus Community Solar Gardens;2017;Solar;5.00;44.726.100;-93.022.700
USA0061367;USA;Smith & Wesson at Springfield MA PV;2017;Solar;1.90;42.137.900;-72.550.900
USA0061368;USA;Midway Solar - TX;2019;Solar;182.00;30.995.500;-102.223.500
USA0061369;USA;Sweetwater Solar;2019;Solar;92.00;41.629.100;-109.683.500
USA0061370;USA;Walnut Springs Solar;2017;Solar;5.00;32.078.700;-97.768.500
USA0061371;USA;Centaurus Solar - MA;2016;Solar;2.40;42.253.000;-71.426.000
USA0061373;USA;Kearsarge Bellingham PV;2017;Solar;2.90;42.071.200;-71.458.600
USA0061374;USA;Clarke Solar Power Facility;2017;Solar;10.00;39.064.800;-78.138.200
USA0061375;USA;Cherrydale Solar Power Facility;2017;Solar;20.00;37.369.400;-75.914.100
USA0061376;USA;Cedar Creek PV;2017;Solar;1.80;40.648.900;-73.506.700
USA0061377;USA;Amazon - Patterson PV;2017;Solar;2.50;37.468.900;-121.166.300
USA0061378;USA;Northern Westchester Hospital;1996;Oil;5.60;41.196.800;-73.725.700
USA0061379;USA;DodgeSun CSG;2018;Solar;5.00;44.040.400;-92.690.000
USA0061380;USA;Johnson Solar CSG;2018;Solar;5.00;43.912.100;-96.187.000
USA0061381;USA;Koppelman Sun CSG;2017;Solar;5.00;44.182.600;-93.876.300
USA0061382;USA;Lindstrom Solar CSG;2018;Solar;3.00;45.319.900;-92.796.600
USA0061383;USA;Rengstorf Solar CSG;2017;Solar;5.00;44.259.500;-94.289.100
USA0061384;USA;St. Cloud Solar CSG;2018;Solar;5.00;45.477.400;-94.121.300
USA0061385;USA;Georgia LFG Oak Grove Plant;2016;Waste;6.60;33.965.000;-83.765.600
USA0061386;USA;Georgia LFG Pine Ridge Plant;2016;Waste;6.60;33.244.200;-84.122.000
USA0061387;USA;Georgia LFG Richland Creek Plant;2016;Waste;11.00;34.127.100;-84.033.400
USA0061388;USA;AEP Jacksonville Solar Project;2017;Solar;7.10;30.523.600;-81.686.400
USA0061389;USA;Letchworth Solar Project;2017;Solar;1.20;42.619.000;-78.179.500
USA0061391;USA;A.J. Mihm Generating Station;2019;Gas;56.40;46.792.700;-88.614.000
USA0061392;USA;F.D. Kuester Generating Station;2019;Gas;131.60;46.512.700;-87.510.700
USA0061397;USA;Georgia Power at Jakin GA PV;2018;Solar;1.50;31.138.000;-85.031.000
USA0061398;USA;Canis Major Solar Farm;2017;Solar;2.00;42.009.000;-72.650.000
USA0061399;USA;Ashby Duffy CSG Solar Farm;2018;Solar;1.80;42.680.000;-71.830.000
USA0061402;USA;Foard City Wind;2019;Wind;352.80;33.915.300;-99.740.300
USA0061403;USA;Deep Branch Farm;2017;Solar;5.00;34.670.800;-79.199.400
USA0061404;USA;Pikeville Farm;2017;Solar;5.00;35.478.200;-77.979.200
USA0061405;USA;Moorings Farm 2;2017;Solar;5.00;35.305.700;-77.828.900
USA0061406;USA;Essex Solar Center;2018;Solar;20.00;37.834.100;-76.800.000
USA0061407;USA;Cottonwood Wind Energy Center;2017;Wind;89.70;40.240.200;-98.406.000
USA0061408;USA;Canis Minor Solar Farm;2017;Solar;1.00;41.893.000;-72.986.000
USA0061409;USA;Highway 56 Solar;2018;Solar;5.30;33.614.400;-96.690.400
USA0061410;USA;Whitesboro Solar;2018;Solar;5.00;33.616.500;-96.868.700
USA0061411;USA;Whitesboro Solar II;2018;Solar;5.00;33.624.900;-96.867.500
USA0061412;USA;Latitude Solar Center;2019;Solar;15.00;35.306.400;-89.167.500
USA0061413;USA;NYC-HH - CONEY ISLAND HOSPITAL;2001;Oil;2.80;40.585.500;-73.965.600
USA0061414;USA;NY Times Daily Production Facility;2006;Oil;12.00;40.775.400;-73.830.900
USA0061415;USA;West Boylston Community Shared Solar;2017;Solar;1.50;42.331.400;-71.771.100
USA0061416;USA;Mount Sinai Hospital;1996;Oil;18.70;40.790.000;-73.953.700
USA0061417;USA;Gopher Creek Wind Farm;2019;Wind;158.00;32.875.100;-101.209.000
USA0061418;USA;Valencia 1 Solar CA;2017;Solar;3.00;33.043.600;-115.627.800
USA0061419;USA;One Ten Partners PV;2017;Solar;2.00;34.615.600;-117.936.600
USA0061420;USA;Merced 1 PV;2018;Solar;3.00;36.989.500;-120.878.100
USA0061421;USA;Madera 1 PV;2018;Solar;1.50;37.056.500;-120.167.000
USA0061422;USA;Southampton Solar  LLC;2017;Solar;100.00;36.614.000;-77.166.000
USA0061423;USA;OR Solar 5  LLC;2018;Solar;8.00;42.030.300;-121.611.600
USA0061424;USA;OR Solar 8  LLC;2018;Solar;10.00;42.238.900;-121.585.800
USA0061425;USA;Coyote Ridge Community Solar;2017;Solar;1.50;40.501.000;-105.131.400
USA0061426;USA;Gopher CSG;2018;Solar;5.00;45.398.600;-92.679.200
USA0061427;USA;Richmond CSG;2018;Solar;5.00;45.458.600;-94.513.800
USA0061428;USA;Taylors Falls CSG;2018;Solar;5.00;45.391.800;-92.684.300
USA0061429;USA;Big George PV CSG;2018;Solar;1.00;41.902.300;-70.716.100
USA0061430;USA;OR Solar 6  LLC;2018;Solar;10.00;42.209.000;-120.367.800
USA0061431;USA;Beacon BESS 1;2018;Storage;20.00;35.256.500;-118.027.500
USA0061432;USA;SCE&G Curie CSG;2019;Solar;2.00;32.890.000;-81.106.000
USA0061433;USA;SCE&G Nimitz CSG;2018;Solar;8.00;32.497.800;-80.956.100
USA0061434;USA;SCE&G Springfield CSG;2018;Solar;6.10;33.491.000;-81.297.000
USA0061435;USA;DG AMP Solar Coldwater;2018;Solar;1.30;41.934.100;-84.997.200
USA0061436;USA;DG AMP Solar Orrville 3;2018;Solar;2.30;40.856.400;-81.759.500
USA0061437;USA;DG AMP Solar Versailles;2018;Solar;1.80;40.220.700;-84.497.800
USA0061438;USA;DG AMP Solar Jackson Center;2018;Solar;1.60;40.445.000;-84.047.200
USA0061439;USA;Panasonic Carport Solar Hybrid;2017;Solar;2.30;39.808.700;-104.781.500
USA0061441;USA;Denver Braswell PV;2017;Solar;1.40;31.300.000;-83.800.000
USA0061442;USA;Foundation California Training Facility;2018;Wind;1.80;36.464.000;-121.382.000
USA0061443;USA;Foundation Mann Packing;2019;Wind;1.80;36.504.000;-121.454.000
USA0061444;USA;Foundation SaIinas Valley State Prison;2018;Wind;1.80;36.474.000;-121.371.000
USA0061445;USA;Gaskell West 1 Solar Facility;2018;Solar;20.00;34.832.800;-118.563.600
USA0061450;USA;Farmington Solar Farm;2018;Solar;2.50;37.755.300;-90.427.700
USA0061451;USA;Northfield Holdco CSG;2018;Solar;5.00;44.457.900;-93.124.600
USA0061452;USA;Waterford Holdco CSG;2017;Solar;2.70;44.475.500;-93.198.600
USA0061453;USA;B.R. Corcoran CSG;2017;Solar;5.00;45.069.500;-93.643.200
USA0061454;USA;B.R. Sartell CSG;2017;Solar;3.00;45.665.000;-94.225.400
USA0061455;USA;B.R. Sauk Rapids CSG;2017;Solar;5.00;45.623.600;-94.078.200
USA0061456;USA;Montgomery Winsted CSG;2017;Solar;3.00;44.951.700;-94.055.600
USA0061457;USA;Palmer Solar Center;2018;Solar;5.00;37.967.200;-78.231.000
USA0061458;USA;Martin Solar Center;2018;Solar;5.00;37.880.500;-78.049.200
USA0061459;USA;Georgia Power at Swainsboro;2017;Solar;2.90;32.605.000;-82.321.000
USA0061460;USA;IOS - MEW Phase 1;2017;Solar;4.10;44.804.000;-69.838.000
USA0061461;USA;North Smithfield Solar Power 1;2019;Solar;2.00;41.975.900;-71.586.000
USA0061462;USA;SR Platte Solar Farm;2017;Solar;16.00;40.181.700;-104.692.100
USA0061463;USA;Vandenberg Solar Project;2018;Solar;22.50;34.749.700;-120.510.000
USA0061464;USA;CoreSite Real Estate 2972 Stender  L.P.;2011;Oil;12.00;37.376.200;-121.970.700
USA0061465;USA;IGS Solar I - BWI2;2017;Solar;1.40;39.267.000;-76.548.000
USA0061466;USA;IOS - ERW9;2017;Solar;5.30;40.595.000;-74.225.000
USA0061467;USA;City of Lexington;2017;Solar;3.50;40.757.000;-99.734.000
USA0061468;USA;Valdosta Prison;2017;Solar;1.00;30.900.000;-83.300.000
USA0061469;USA;Lichtenthal;2018;Solar;2.00;43.020.100;-78.158.200
USA0061470;USA;Call Farms 1;2018;Solar;2.00;43.037.800;-78.187.300
USA0061471;USA;Call Farms 3;2018;Solar;2.00;43.023.000;-78.178.600
USA0061472;USA;San Luis Solar Garden;2017;Solar;1.20;37.068.100;-106.018.900
USA0061473;USA;Hopewell Valley High School Hybrid;2016;Storage;1.90;40.328.000;-74.804.900
USA0061474;USA;CoreSite Real Estate 55 S. Market Street;2007;Oil;8.00;37.334.200;-121.891.600
USA0061475;USA;CoreSite Real Estate 1656 McCarthy  L.P.;2000;Oil;5.00;37.405.700;-121.916.200
USA0061476;USA;CoreSite Real Estate 2901 Coronado  L.P.;2010;Oil;10.00;37.375.100;-121.971.700
USA0061478;USA;SunE Feely 1 CSG  LLC;2018;Solar;5.00;44.655.200;-93.110.400
USA0061482;USA;CoreSite Real Estate 3032 Coronado  L.P.;2015;Oil;30.00;37.376.200;-121.973.100
USA0061483;USA;Cottage Grove CSG  LLC;2018;Solar;5.00;44.842.100;-92.873.700
USA0061484;USA;Fox CSG  LLC;2018;Solar;5.00;45.392.600;-92.681.300
USA0061485;USA;SunE Stolee CSG  LLC;2018;Solar;3.00;44.173.900;-93.350.500
USA0061486;USA;Wyoming 2 CSG  LLC;2018;Solar;5.00;45.350.000;-92.950.000
USA0061487;USA;SL Babylon;2018;Solar;9.00;40.730.800;-73.375.800
USA0061488;USA;NYU LANGONE HEALTH;2013;Oil;26.50;40.746.800;-73.972.200
USA0061489;USA;Cameron Solar;2018;Solar;20.00;33.574.000;-80.707.000
USA0061490;USA;Estill Solar;2018;Solar;20.00;32.763.800;-81.242.200
USA0061493;USA;E-Volve Energy Holdings LLC;2016;Solar;1.60;29.740.800;-96.159.900
USA0061494;USA;Wright Cuddyer CSG;2018;Solar;4.00;45.183.100;-93.734.100
USA0061495;USA;Carver Gladden CSG;2018;Solar;3.00;44.807.100;-93.871.700
USA0061496;USA;Adams Solar Center;2018;Solar;10.00;44.675.000;-121.122.000
USA0061497;USA;Elbe Solar Center;2018;Solar;10.00;44.618.000;-121.205.000
USA0061498;USA;Hampton Solar 2;2018;Solar;20.00;32.881.000;-81.136.000
USA0061499;USA;CED Foster;2018;Solar;2.00;41.795.000;-71.787.000
USA0061500;USA;Porter Way Community Solar Garden;2018;Solar;3.00;44.851.000;-93.778.400
USA0061501;USA;ABEC #2 dba West-Star Dairy;2018;Biomass;1.00;35.472.100;-119.432.900
USA0061502;USA;ABEC #3 dba Lakeview Dairy;2018;Biomass;1.00;35.214.300;-119.203.000
USA0061503;USA;ABEC #4 dba CE&S Dairy;2018;Biomass;1.00;35.173.100;-119.116.400
USA0061504;USA;RJC I CSG;2018;Solar;1.00;44.125.100;-93.279.100
USA0061505;USA;Huneke I CSG;2018;Solar;1.00;44.726.800;-92.669.400
USA0061506;USA;Krause CSG;2018;Solar;1.00;44.795.600;-95.209.700
USA0061507;USA;DG New Jersey Solar RLS Logistics;2018;Solar;4.00;39.575.200;-75.014.100
USA0061508;USA;Provo Power Plant;2018;Gas;12.00;40.242.700;-111.663.000
USA0061509;USA;Monroe County Sites A & B;2018;Solar;3.40;43.174.100;-77.392.200
USA0061510;USA;Monroe County Sites C  D  & E;2018;Solar;6.00;43.318.800;-77.740.200
USA0061512;USA;Bullock Solar  LLC;2018;Solar;50.00;36.475.400;-78.315.100
USA0061513;USA;Marlin Solar;2018;Solar;5.30;31.286.700;-96.877.200
USA0061514;USA;North Gainesville Solar;2018;Solar;5.20;33.656.100;-97.148.600
USA0061515;USA;DG Camden LLC Holtec;2018;Solar;2.20;39.911.000;-75.118.600
USA0061516;USA;School Sisters CSG;2018;Solar;1.00;44.179.000;-93.968.900
USA0061518;USA;301 Chestnut Solar NG;2017;Solar;4.30;42.055.200;-72.521.800
USA0061519;USA;Baker Point;2016;Solar;9.00;39.570.300;-77.363.400
USA0061520;USA;Rosewood Solar;2016;Solar;2.00;35.437.500;-78.107.100
USA0061521;USA;Swamp Fox Solar;2018;Solar;10.80;33.791.500;-81.256.200
USA0061522;USA;Champion Solar;2018;Solar;10.80;33.794.700;-81.262.400
USA0061523;USA;Haley Solar;2018;Solar;8.20;33.023.400;-81.293.400
USA0061524;USA;Whitewright Solar;2018;Solar;10.00;33.498.200;-96.378.900
USA0061525;USA;ABD Farms;2018;Solar;5.00;35.728.700;-79.748.300
USA0061526;USA;Antanavica Solar;2018;Solar;1.00;42.250.800;-71.948.900
USA0061527;USA;Bakatsias Solar;2018;Solar;5.00;36.072.400;-79.347.500
USA0061528;USA;Bayboro Solar Farm;2018;Solar;5.00;35.148.300;-76.810.200
USA0061529;USA;Estill Solar II;2018;Solar;10.20;32.727.800;-81.253.500
USA0061530;USA;Gaston Solar I - SC;2018;Solar;10.20;33.774.700;-81.110.500
USA0061532;USA;Leon Solar;2018;Solar;10.00;33.161.100;-96.239.700
USA0061533;USA;Mustang Solar;2018;Solar;5.00;35.416.200;-79.576.000
USA0061534;USA;Old Caroleen Solar Farm;2018;Solar;2.00;35.297.700;-81.812.000
USA0061535;USA;Statesville Solar;2018;Solar;5.00;35.739.700;-80.712.400
USA0061536;USA;Wakefield Solar;2018;Solar;5.00;35.814.200;-78.312.400
USA0061537;USA;Weston Landfill Solar;2016;Solar;1.80;42.374.600;-71.282.500
USA0061538;USA;Braintree Landfill Solar;2015;Solar;1.00;42.207.300;-70.997.800
USA0061539;USA;GELD Solar Farm;2016;Solar;2.30;42.262.300;-71.500.000
USA0061540;USA;Fort Hays State University Wind Farm;2013;Wind;4.00;38.874.300;-99.405.200
USA0061541;USA;Town of Rocky Hill PV CSG;2018;Solar;3.00;41.643.200;-72.633.000
USA0061542;USA;PopeSun CSG  LLC;2018;Solar;5.00;45.643.400;-95.526.200
USA0061543;USA;CF Novel Solar CSG Gardens Five  LLC;2018;Solar;3.40;44.093.800;-93.401.700
USA0061544;USA;LeSun CSG  LLC;2018;Solar;5.00;44.213.400;-93.552.400
USA0061545;USA;CGSun  LLC Community Solar;2018;Solar;4.00;44.847.900;-92.875.000
USA0061547;USA;WrightSun CSG  LLC;2018;Solar;5.00;45.216.400;-93.718.400
USA0061548;USA;CF Novel Solar CSG Gardens Seven  LLC;2018;Solar;3.30;45.430.800;-94.021.900
USA0061550;USA;DG Haverhill CSG;2017;Solar;4.20;42.817.000;-71.116.800
USA0061551;USA;Good Samaritan Hospital;1995;Oil;1.90;41.111.500;-74.135.400
USA0061552;USA;Fort Detrick Solar PV;2016;Solar;15.70;39.440.000;-77.450.000
USA0061553;USA;Klamath Falls Solar 2 CSG;2018;Solar;2.90;42.183.000;-121.764.000
USA0061554;USA;Comer Solar;2018;Solar;2.00;34.094.200;-83.143.900
USA0061555;USA;DG Crystal Spring CSG;2017;Solar;4.20;41.679.800;-70.495.300
USA0061556;USA;Facebook 1 Solar Energy Center;2018;Solar;10.00;34.831.000;-106.762.000
USA0061557;USA;Facebook 2 Solar Energy Center;2018;Solar;10.00;35.080.000;-106.865.000
USA0061558;USA;Facebook 3 Solar Energy Center;2018;Solar;10.00;35.075.000;-106.865.000
USA0061559;USA;Woodline Solar;2018;Solar;8.00;42.236.400;-121.577.700
USA0061560;USA;Eagle Point Solar;2018;Solar;9.90;42.400.800;-122.829.200
USA0061561;USA;Bladen Solar;2018;Solar;50.00;34.823.500;-78.623.500
USA0061562;USA;Falmouth Landfill Solar;2017;Solar;3.00;41.610.100;-70.598.600
USA0061563;USA;Denver Metro Solar;2018;Solar;1.60;39.759.300;-104.621.100
USA0061564;USA;Upland Prairie;2019;Wind;299.30;43.207.400;-95.349.400
USA0061565;USA;English Farms;2019;Wind;171.50;41.570.000;-92.407.200
USA0061566;USA;El Dorado Springs Solar Farm;2018;Solar;2.50;37.858.700;-94.002.600
USA0061567;USA;Woodhull Hospital;1990;Oil;8.00;40.704.800;-73.941.900
USA0061568;USA;The Allen Hospital;2009;Oil;1.00;40.873.300;-73.913.000
USA0061569;USA;Mount Sinai Beth Israel;1988;Oil;3.80;40.732.700;-73.981.600
USA0061570;USA;Veseli Community Solar Garden;2018;Solar;1.00;44.526.800;-93.366.500
USA0061571;USA;New Germany Community Solar Garden;2018;Solar;1.00;44.905.400;-94.000.800
USA0061572;USA;Lake Waconia Community Solar Garden;2018;Solar;1.00;44.875.000;-93.815.000
USA0061573;USA;Lake Waconia IV Community Solar Garden;2018;Solar;1.00;44.875.000;-93.815.000
USA0061574;USA;Zumbro Community Solar Garden;2018;Solar;1.00;44.319.500;-92.670.300
USA0061575;USA;Anheuser-Busch Baldwinsville;2018;Solar;2.00;43.151.500;-76.414.800
USA0061576;USA;Columbia University - Johnson Farms;2018;Solar;2.00;41.379.100;-74.263.800
USA0061577;USA;Time Warner Cable Enterprises - Martino;2018;Solar;2.00;43.183.700;-75.430.500
USA0061578;USA;Columbia University - Minisink;2018;Solar;2.00;41.293.700;-74.554.500
USA0061579;USA;St. Lawerence University - Sutton;2018;Solar;2.00;43.932.400;-75.872.300
USA0061580;USA;Tumbleweed Solar  LLC;2018;Solar;9.90;44.192.600;-121.233.100
